date,price,series_type,commodity,state,mandi_name
2024-08-30,4250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-08-31,4200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-02,4500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-03,4250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-04,4500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-06,4500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-07,4500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-08,4250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-09,3750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-10,3500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-11,3750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-13,4000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-14,4000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-16,3700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-17,3750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-18,4250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-20,4500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-21,4500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-22,4400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-23,4500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-24,3900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-25,4500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-27,3500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-28,3900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-29,3750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-09-30,3900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-01,3200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-02,3900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-04,2500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-05,3900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-06,3900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-07,2650.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-09,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-11,4500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-12,3900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-13,4000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-14,3900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-15,4000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-16,3900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-18,2250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-19,3400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-21,3150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-22,3400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-23,3150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-25,2250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-26,2700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-27,3200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-28,2250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-29,2500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-10-30,2700.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-02,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-03,2150.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-04,2250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-05,2400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-06,2250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-08,3500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-09,3100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-10,3500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-11,3350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-12,3750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-13,3350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-15,3600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-16,3550.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-17,3600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-18,2900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-19,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-22,2500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-23,2500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-24,2400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-25,3250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-26,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-11-27,3000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-12-01,3300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-12-02,3100.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-12-03,3250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-12-04,3350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2024-12-06,3250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-07,1600.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-08,1550.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-14,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-15,1450.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-16,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-17,1450.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-18,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-19,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-21,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-22,1500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-23,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-24,1500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-25,1500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-26,1550.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-02-28,1500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-01,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-02,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-03,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-04,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-05,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-07,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-08,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-09,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-10,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-11,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-12,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-14,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-15,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-16,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-17,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-18,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-19,1300.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-21,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-22,1200.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-23,1000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-24,1050.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-25,1050.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-26,1050.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-28,850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-03-31,1050.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-01,1000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-02,1050.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-04,850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-05,1050.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-06,850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-07,1000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-08,1050.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-09,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-11,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-12,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-14,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-15,1000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-16,1000.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-18,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-19,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-20,850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-21,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-22,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-23,850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-25,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-26,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-27,850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-28,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-29,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-04-30,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-02,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-03,950.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-04,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-05,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-06,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-07,850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-09,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-10,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-12,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-13,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-16,750.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-17,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-18,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-19,950.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-20,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-21,950.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-23,3500.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-24,850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-25,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-26,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-27,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-28,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-30,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-05-31,800.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-01,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-02,850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-03,900.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-04,850.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-06,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-07,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-08,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-09,1350.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-10,1250.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-11,1400.0,actual,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-12,1362.9045740387069,forecast,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-13,1730.0672243359213,forecast,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-14,1771.0807555420222,forecast,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-15,1821.707695958257,forecast,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-16,1880.1752641198827,forecast,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-17,1920.3554539764937,forecast,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2025-06-18,1990.4893198073748,forecast,Onion,Maharashtra,Amrawati (Fruit & Veg Market)
2023-06-06,705.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-07,700.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-08,725.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-09,730.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-10,740.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-12,725.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-13,790.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-14,790.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-15,770.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-16,815.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-17,755.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-19,785.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-20,700.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-21,685.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-22,760.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-23,840.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-24,785.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-26,860.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-27,833.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-28,860.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-06-30,865.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-01,900.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-03,900.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-04,870.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-05,930.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-06,965.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-07,1000.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-10,875.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-11,850.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-12,900.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-13,1060.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-14,865.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-15,900.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-17,950.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-18,1000.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-19,950.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-20,1325.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-21,1000.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-22,940.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-24,875.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-25,925.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-26,1030.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-27,875.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-28,1000.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-07-31,1000.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-01,945.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-02,925.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-03,850.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-04,940.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-05,925.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-07,945.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-08,975.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-09,1035.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-10,1050.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-11,1050.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-12,1150.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-14,1265.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-17,1310.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-18,1255.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-21,1305.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-22,1350.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-23,1380.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-24,1405.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-25,1385.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-26,1345.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-28,1365.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-29,1300.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-30,1200.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-08-31,1075.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-01,1275.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-02,1170.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-04,1195.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-05,1400.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-06,1400.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-08,1126.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-09,1333.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-12,1256.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-13,1250.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-14,1202.5,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-15,1100.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-16,1316.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-20,1342.5,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-21,1466.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-22,1482.5,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-23,1166.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-25,1525.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-26,1210.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-27,1625.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-28,1483.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-09-30,1300.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-02,1316.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-03,1340.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-04,1366.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-05,1283.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-06,1350.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-07,1433.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-09,1340.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-10,1375.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-11,1350.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-12,1310.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-13,1343.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-14,1320.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-16,1450.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-17,1750.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-18,1700.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-19,2100.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-20,1650.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-21,1900.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-25,2066.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-26,1950.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-27,2000.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-28,2066.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-30,2250.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-10-31,2050.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-02,2333.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-03,1766.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-04,2300.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-06,1900.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-07,2000.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-08,1900.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-09,1975.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-10,2000.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-11,2366.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-14,2100.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-15,2150.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-16,2050.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-17,2083.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-18,2025.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-20,2166.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-21,2116.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-22,1700.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-23,1733.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-24,1766.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-25,1800.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-27,1966.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-28,2100.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-29,2350.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-11-30,2166.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-01,1916.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-02,2133.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-04,2100.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-05,2133.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-06,2083.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-07,2100.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-08,2000.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-09,2050.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-11,1900.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-12,1516.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-13,1500.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-14,1750.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-15,1800.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-16,1516.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-18,1350.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-19,1303.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-20,1300.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-21,1350.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-22,1333.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-23,1316.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-25,1193.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-26,1266.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-27,1116.67,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-28,1150.0,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-29,1143.33,actual,Onion,Karnataka,Hubli (Amragol)
2023-12-30,1166.67,actual,Onion,Karnataka,Hubli (Amragol)
2024-01-01,1123.33,actual,Onion,Karnataka,Hubli (Amragol)
2024-01-02,1210.0,actual,Onion,Karnataka,Hubli (Amragol)
